SI,DateAndTime,SolarPower,DayGenneration,TotalGenneration,CUF,,
4013,10-01-2024 14:25,18.52,109.8,10388.2,5.72,,
4014,10-01-2024 14:30,20.76,111.5,10389.9,5.81,,
4015,10-01-2024 14:35,16.78,113,10391.4,5.89,,
4016,10-01-2024 14:40,13.23,114.2,10392.6,5.95,,
4017,10-01-2024 14:45,13.13,115.3,10393.7,6.01,,
4018,10-01-2024 14:50,12.65,116.5,10394.9,6.07,,
4019,10-01-2024 14:55,10.97,117.3,10395.7,6.11,,
4020,10-01-2024 15:00,15.25,118.4,10396.8,6.17,,
4021,10-01-2024 15:05,18.56,120,10398.4,6.25,,
4022,10-01-2024 15:10,13.91,121.3,10399.7,6.32,,
4023,10-01-2024 15:15,14.4,122.5,10400.9,6.38,,
4024,10-01-2024 15:20,13.49,123.7,10402.1,6.44,,
4025,10-01-2024 15:25,11.62,124.7,10403.1,6.49,,
4026,10-01-2024 15:30,10.21,125.6,10404,6.54,,
4027,10-01-2024 15:35,12.61,126.5,10404.9,6.59,,
4028,10-01-2024 15:40,10.41,127.5,10405.9,6.64,,
4029,10-01-2024 15:45,9.14,128.3,10406.7,6.68,,
4030,10-01-2024 15:50,7.59,129,10407.4,6.72,,
4031,10-01-2024 15:55,7.63,129.7,10408.1,6.76,,
4032,10-01-2024 16:00,5.6,130.2,10408.6,6.78,,
4033,10-01-2024 16:05,4.13,130.7,10409.1,6.81,,
4034,10-01-2024 16:10,3.97,131,10409.4,6.82,,
4035,10-01-2024 16:15,3.5,131.2,10409.6,6.83,,
4036,10-01-2024 16:20,4.36,131.5,10409.9,6.85,,
4037,10-01-2024 16:25,4.65,132,10410.4,6.88,,
4038,10-01-2024 16:30,3.25,132.3,10410.7,6.89,,
4039,10-01-2024 16:35,3.19,132.6,10411,6.91,,
4040,10-01-2024 16:40,3.52,132.8,10411.2,6.92,,
4041,10-01-2024 16:45,5.37,133.1,10411.5,6.93,,
4042,10-01-2024 16:50,7.05,133.8,10412.2,6.97,,
4043,10-01-2024 16:55,6.13,134.2,10412.6,6.99,,
4044,10-01-2024 17:00,4.5,134.7,10413.1,7.02,,
4045,10-01-2024 17:05,2.89,135,10413.4,7.03,,
4046,10-01-2024 17:10,2.06,135.2,10413.6,7.04,,
4047,10-01-2024 17:15,2.09,135.4,10413.8,7.05,,
4048,10-01-2024 17:20,2.05,135.5,10413.9,7.06,,
4049,10-01-2024 17:25,1.63,135.6,10414,7.06,,
4050,10-01-2024 17:30,2.2,136,10414.4,7.08,,
4051,10-01-2024 17:35,2.7,136.2,10414.6,7.09,,
4052,10-01-2024 17:40,2.45,136.4,10414.8,7.1,,
4053,10-01-2024 17:45,2.13,136.5,10414.9,7.11,,
4054,10-01-2024 17:50,1.72,136.7,10415.1,7.12,,
4055,10-01-2024 17:55,1.11,136.8,10415.2,7.13,,
4056,10-01-2024 18:00,0.81,136.9,10415.3,7.13,,
4057,10-01-2024 18:05,0.48,136.9,10415.3,7.13,,
4058,10-01-2024 18:10,0.24,136.9,10415.3,7.13,,
4059,10-01-2024 18:15,0.02,136.9,10415.3,7.13,,
4060,10-01-2024 18:20,0.02,136.9,10415.3,7.13,,
4061,10-01-2024 18:25,0.02,136.9,10415.3,7.13,,
4062,10-01-2024 18:30,0.02,136.9,10415.3,7.13,,
4063,10-01-2024 18:35,0.02,136.9,10415.3,7.13,,
4064,10-01-2024 18:40,0,136.9,10415.3,7.13,,
4065,10-01-2024 18:45,0,136.9,10415.3,7.13,,
4066,10-01-2024 18:50,0,136.9,10415.3,7.13,,
4067,10-01-2024 18:55,0,136.9,10415.3,7.13,,
4068,11-01-2024 06:00,0,0,10415.3,0,,
4069,11-01-2024 06:05,0,0,10415.3,0,,
4070,11-01-2024 06:10,0,0,10415.3,0,,
4071,11-01-2024 06:15,0,0,10415.3,0,,
4072,11-01-2024 06:20,0,0,10415.3,0,,
4073,11-01-2024 06:25,0,0,10415.3,0,,
4074,11-01-2024 06:30,0,0,10415.3,0,,
4075,11-01-2024 06:35,0,0,10415.3,0,,
4076,11-01-2024 06:40,0,0,10415.3,0,,
4077,11-01-2024 06:45,0,0,10415.3,0,,
4078,11-01-2024 06:50,0,0,10415.3,0,,
4079,11-01-2024 06:55,0,0,10415.3,0,,
4080,11-01-2024 07:00,0,0,10415.3,0,,
4081,11-01-2024 07:05,0,0,10415.3,0,,
4082,11-01-2024 07:10,0.16,0,10415.3,0,,
4083,11-01-2024 07:15,0.36,0,10415.3,0,,
4084,11-01-2024 07:20,0.74,0,10415.3,0,,
4085,11-01-2024 07:25,1.15,0.1,10415.4,0.01,,
4086,11-01-2024 07:30,1.63,0.1,10415.4,0.01,,
4087,11-01-2024 07:35,2.11,0.2,10415.5,0.01,,
4088,11-01-2024 07:40,2.68,0.5,10415.8,0.03,,
4089,11-01-2024 07:45,3.39,0.8,10416.1,0.04,,
4090,11-01-2024 07:50,4.09,1,10416.3,0.05,,
4091,11-01-2024 07:55,4.86,1.4,10416.7,0.07,,
4092,11-01-2024 08:00,5.83,1.9,10417.2,0.1,,
4093,11-01-2024 08:05,6.48,2.3,10417.6,0.12,,
4094,11-01-2024 08:10,7.6,3,10418.3,0.16,,
4095,11-01-2024 08:15,8.63,3.5,10418.8,0.18,,
4096,11-01-2024 08:20,9.82,4.3,10419.6,0.22,,
4097,11-01-2024 08:25,10.72,5.3,10420.6,0.28,,
4098,11-01-2024 08:30,11.93,6.2,10421.5,0.32,,
4099,11-01-2024 08:35,12.98,7.2,10422.5,0.38,,
4100,11-01-2024 08:40,14.16,8.3,10423.6,0.43,,
4101,11-01-2024 08:45,15.51,9.6,10424.9,0.5,,
4102,11-01-2024 08:50,17.03,11,10426.3,0.57,,
4103,11-01-2024 08:55,17.85,12.5,10427.8,0.65,,
4104,11-01-2024 09:00,19.05,14,10429.3,0.73,,
4105,11-01-2024 09:05,20.32,15.8,10431.1,0.82,,
4106,11-01-2024 09:10,21.52,17.5,10432.8,0.91,,
4107,11-01-2024 09:15,23.55,19.3,10434.6,1.01,,
4108,11-01-2024 09:20,25.19,21.4,10436.7,1.11,,
4109,11-01-2024 09:25,26.04,23.5,10438.8,1.22,,
4110,11-01-2024 09:30,27.51,25.7,10441,1.34,,
4111,11-01-2024 09:35,28.47,28.1,10443.4,1.46,,
4112,11-01-2024 09:40,28.97,30.6,10445.9,1.59,,
4113,11-01-2024 09:45,31.35,33.1,10448.4,1.72,,
4114,11-01-2024 09:50,33.08,35.8,10451.1,1.86,,
4115,11-01-2024 09:55,34.49,38.6,10453.9,2.01,,
4116,11-01-2024 10:00,35.74,41.4,10456.7,2.16,,
4117,11-01-2024 10:05,37.72,44.4,10459.7,2.31,,
4118,11-01-2024 10:10,38.59,47.8,10463.1,2.49,,
4119,11-01-2024 10:15,39.94,51,10466.3,2.66,,
4120,11-01-2024 10:20,40.5,54.4,10469.7,2.83,,
4121,11-01-2024 10:25,41.7,57.9,10473.2,3.02,,
4122,11-01-2024 10:30,42.08,61.5,10476.8,3.2,,
4123,11-01-2024 10:35,42.08,65,10480.3,3.39,,
4124,11-01-2024 10:40,43.82,68.6,10483.9,3.57,,
4125,11-01-2024 10:45,45.23,72.3,10487.6,3.77,,
4126,11-01-2024 10:50,46.17,76.1,10491.4,3.96,,
4127,11-01-2024 10:55,46.41,80,10495.3,4.17,,
4128,11-01-2024 11:00,46.17,83.9,10499.2,4.37,,
4129,11-01-2024 11:05,47.57,87.9,10503.2,4.58,,
4130,11-01-2024 11:10,47.94,91.8,10507.1,4.78,,
4131,11-01-2024 11:15,49.36,96,10511.3,5,,
4132,11-01-2024 11:20,50.24,100.1,10515.4,5.21,,
4133,11-01-2024 11:25,50.34,104.4,10519.7,5.44,,
4134,11-01-2024 11:30,51.85,108.6,10523.9,5.66,,
4135,11-01-2024 11:35,52.99,113.1,10528.4,5.89,,
4136,11-01-2024 11:40,53.91,117.5,10532.8,6.12,,
4137,11-01-2024 11:45,53.86,122,10537.3,6.35,,
4138,11-01-2024 11:50,53.55,126.7,10542,6.6,,
4139,11-01-2024 11:55,54.89,131.2,10546.5,6.83,,
4140,11-01-2024 12:00,55.35,135.8,10551.1,7.07,,
4141,11-01-2024 12:05,54.02,140.5,10555.8,7.32,,
4142,11-01-2024 12:10,55.03,145.1,10560.4,7.56,,
4143,11-01-2024 12:15,56.55,149.6,10564.9,7.79,,
4144,11-01-2024 12:20,55.36,154.3,10569.6,8.04,,
4145,11-01-2024 12:25,54.04,158.9,10574.2,8.28,,
4146,11-01-2024 12:30,55.99,163.5,10578.8,8.52,,
4147,11-01-2024 12:35,56.11,168.4,10583.7,8.77,,
4148,11-01-2024 12:40,56.9,173.2,10588.5,9.02,,
4149,11-01-2024 12:45,54.86,177.8,10593.1,9.26,,
4150,11-01-2024 12:50,55.48,182.3,10597.6,9.49,,
4151,11-01-2024 12:55,55.42,187.2,10602.5,9.75,,
4152,11-01-2024 13:00,55.12,191.8,10607.1,9.99,,
4153,11-01-2024 13:05,55.95,196.3,10611.6,10.22,,
4154,11-01-2024 13:10,54.58,201.1,10616.4,10.47,,
4155,11-01-2024 13:15,54.32,205.6,10620.9,10.71,,
4156,11-01-2024 13:20,53.89,210.3,10625.6,10.95,,
4157,11-01-2024 13:25,53.5,214.7,10630,11.18,,
4158,11-01-2024 13:30,53.71,219.1,10634.4,11.41,,
4159,11-01-2024 13:35,54.27,223.6,10638.9,11.65,,
4160,11-01-2024 13:40,53.13,228,10643.3,11.88,,
4161,11-01-2024 13:45,54.11,232.7,10648,12.12,,
4162,11-01-2024 13:50,52.81,237,10652.3,12.34,,
4163,11-01-2024 13:55,51.97,241.4,10656.7,12.57,,
4164,11-01-2024 14:00,50.93,245.8,10661.1,12.8,,
4165,11-01-2024 14:05,49.75,249.9,10665.2,13.02,,
4166,11-01-2024 14:10,48.11,254.2,10669.5,13.24,,
4167,11-01-2024 14:15,48.01,258.2,10673.5,13.45,,
4168,11-01-2024 14:20,47.33,262.2,10677.5,13.66,,
4169,11-01-2024 14:25,44.98,266.2,10681.5,13.86,,
4170,11-01-2024 14:30,44.71,269.9,10685.2,14.06,,
4171,11-01-2024 14:35,44.39,273.6,10688.9,14.25,,
4172,11-01-2024 14:40,43.29,277.3,10692.6,14.44,,
4173,11-01-2024 14:45,41.87,281,10696.3,14.64,,
4174,11-01-2024 14:50,41.32,284.3,10699.6,14.81,,
4175,11-01-2024 14:55,40.6,287.8,10703.1,14.99,,
4176,11-01-2024 15:00,40.06,291.2,10706.5,15.17,,
4177,11-01-2024 15:05,38.66,294.7,10710,15.35,,
4178,11-01-2024 15:10,36.89,297.7,10713,15.51,,
4179,11-01-2024 15:15,37.04,300.9,10716.2,15.67,,
4180,11-01-2024 15:20,33.69,302.5,10717.8,15.76,,
4181,11-01-2024 15:25,33.58,305.3,10720.6,15.9,,
4182,11-01-2024 15:30,31.92,308.2,10723.5,16.05,,
4183,11-01-2024 15:35,30.57,310.8,10726.1,16.19,,
4184,11-01-2024 15:40,29.49,313.3,10728.6,16.32,,
4185,11-01-2024 15:45,28.45,315.7,10731,16.44,,
4186,11-01-2024 15:50,0,317.5,10732.8,16.54,,
4187,11-01-2024 15:55,26.2,319.1,10734.4,16.62,,
4188,11-01-2024 16:00,25.09,321.3,10736.6,16.73,,
4189,11-01-2024 16:05,22.79,323.3,10738.6,16.84,,
4190,11-01-2024 16:10,21.79,325.1,10740.4,16.93,,
4191,11-01-2024 16:15,21.03,327,10742.3,17.03,,
4192,11-01-2024 16:20,19.99,328.7,10744,17.12,,
4193,11-01-2024 16:25,18.69,330.2,10745.5,17.2,,
4194,11-01-2024 16:30,17.11,331.8,10747.1,17.28,,
4195,11-01-2024 16:35,15.69,333.1,10748.4,17.35,,
4196,11-01-2024 16:40,14.19,334.4,10749.7,17.42,,
4197,11-01-2024 16:45,12.63,335.5,10750.8,17.47,,
4198,11-01-2024 16:50,10.91,336.6,10751.9,17.53,,
4199,11-01-2024 16:55,10.13,337.5,10752.8,17.58,,
4200,11-01-2024 17:00,8.84,338.3,10753.6,17.62,,
4201,11-01-2024 17:05,7.74,338.9,10754.2,17.65,,
4202,11-01-2024 17:10,6.9,339.6,10754.9,17.69,,
4203,11-01-2024 17:15,5.71,340,10755.3,17.71,,
4204,11-01-2024 17:20,5.04,340.5,10755.8,17.73,,
4205,11-01-2024 17:25,4.67,340.9,10756.2,17.76,,
4206,11-01-2024 17:30,4.18,341.3,10756.6,17.78,,
4207,11-01-2024 17:35,3.41,341.7,10757,17.8,,
4208,11-01-2024 17:40,2.44,341.9,10757.2,17.81,,
4209,11-01-2024 17:45,1.91,342.1,10757.4,17.82,,
4210,11-01-2024 17:50,1.48,342.2,10757.5,17.82,,
4211,11-01-2024 17:55,1.05,342.3,10757.6,17.83,,
4212,11-01-2024 18:00,0.89,342.4,10757.7,17.83,,
4213,11-01-2024 18:05,0.61,342.4,10757.7,17.83,,
4214,11-01-2024 18:10,0.28,342.5,10757.8,17.84,,
4215,11-01-2024 18:15,0.17,342.5,10757.8,17.84,,
4216,11-01-2024 18:20,0.02,342.5,10757.8,17.84,,
4217,11-01-2024 18:25,0.02,342.5,10757.8,17.84,,
4218,11-01-2024 18:30,0.02,342.5,10757.8,17.84,,
4219,11-01-2024 18:35,0,342.5,10757.8,17.84,,
4220,11-01-2024 18:40,0,342.5,10757.8,17.84,,
4221,11-01-2024 18:45,0,342.5,10757.8,17.84,,
4222,11-01-2024 18:50,0,342.5,10757.8,17.84,,
4223,11-01-2024 18:55,0,342.5,10757.8,17.84,,
4224,12-01-2024 06:00,0,0,10757.8,0,,
4225,12-01-2024 06:05,0,0,10757.8,0,,
4226,12-01-2024 06:10,0,0,10757.8,0,,
4227,12-01-2024 06:15,0,0,10757.8,0,,
4228,12-01-2024 06:20,0,0,10757.8,0,,
4229,12-01-2024 06:25,0,0,10757.8,0,,
4230,12-01-2024 06:30,0,0,10757.8,0,,
4231,12-01-2024 06:35,0,0,10757.8,0,,
4232,12-01-2024 06:40,0,0,10757.8,0,,
4233,12-01-2024 06:45,0,0,10757.8,0,,
4234,12-01-2024 06:50,0,0,10757.8,0,,
4235,12-01-2024 06:55,0,0,10757.8,0,,
4236,12-01-2024 07:00,0,0,10757.8,0,,
4237,12-01-2024 07:05,0,0,10757.8,0,,
4238,12-01-2024 07:10,0.15,0,10757.8,0,,
4239,12-01-2024 07:15,0.39,0,10757.8,0,,
4240,12-01-2024 07:20,0.73,0,10757.8,0,,
4241,12-01-2024 07:25,1.09,0.1,10757.9,0.01,,
4242,12-01-2024 07:30,1.55,0.1,10757.9,0.01,,
4243,12-01-2024 07:35,2.08,0.2,10758,0.01,,
4244,12-01-2024 07:40,2.69,0.5,10758.3,0.03,,
4245,12-01-2024 07:45,3.29,0.7,10758.5,0.04,,
4246,12-01-2024 07:50,3.92,1,10758.8,0.05,,
4247,12-01-2024 07:55,4.68,1.4,10759.2,0.07,,
4248,12-01-2024 08:00,5.47,1.8,10759.6,0.09,,
4249,12-01-2024 08:05,6.48,2.2,10760,0.11,,
4250,12-01-2024 08:10,7.69,2.9,10760.7,0.15,,
4251,12-01-2024 08:15,8.62,3.5,10761.3,0.18,,
4252,12-01-2024 08:20,10.01,4.3,10762.1,0.22,,
4253,12-01-2024 08:25,10.9,5.3,10763.1,0.28,,
4254,12-01-2024 08:30,12.36,6.1,10763.9,0.32,,
4255,12-01-2024 08:35,13.31,7.3,10765.1,0.38,,
4256,12-01-2024 08:40,14.25,8.4,10766.2,0.44,,
4257,12-01-2024 08:45,15.74,9.7,10767.5,0.51,,
4258,12-01-2024 08:50,17.41,11.1,10768.9,0.58,,
4259,12-01-2024 08:55,17.88,12.6,10770.4,0.66,,
4260,12-01-2024 09:00,19.44,14.1,10771.9,0.73,,
4261,12-01-2024 09:05,21.54,15.8,10773.6,0.82,,
4262,12-01-2024 09:10,22.33,17.6,10775.4,0.92,,
4263,12-01-2024 09:15,23.46,19.5,10777.3,1.02,,
4264,12-01-2024 09:20,24.61,21.5,10779.3,1.12,,
4265,12-01-2024 09:25,26.62,23.7,10781.5,1.23,,
4266,12-01-2024 09:30,26.82,26,10783.8,1.35,,
4267,12-01-2024 09:35,28.53,28.3,10786.1,1.47,,
4268,12-01-2024 09:40,29.33,30.9,10788.7,1.61,,
4269,12-01-2024 09:45,32.15,33.4,10791.2,1.74,,
4270,12-01-2024 09:50,31.94,36,10793.8,1.88,,
4271,12-01-2024 09:55,34.88,38.8,10796.6,2.02,,
4272,12-01-2024 10:00,36.54,41.9,10799.7,2.18,,
4273,12-01-2024 10:05,36.79,45,10802.8,2.34,,
4274,12-01-2024 10:10,39.89,48.2,10806,2.51,,
4275,12-01-2024 10:15,40.22,51.5,10809.3,2.68,,
4276,12-01-2024 10:20,41.67,55.1,10812.9,2.87,,
4277,12-01-2024 10:25,41.38,58.6,10816.4,3.05,,
4278,12-01-2024 10:30,42.82,62.1,10819.9,3.23,,
4279,12-01-2024 10:35,44.43,65.8,10823.6,3.43,,
4280,12-01-2024 10:40,45.01,69.6,10827.4,3.62,,
4281,12-01-2024 10:45,45.68,73.4,10831.2,3.82,,
4282,12-01-2024 10:50,46.55,77.3,10835.1,4.03,,
4283,12-01-2024 10:55,46.79,81.2,10839,4.23,,
4284,12-01-2024 11:00,47.31,85.1,10842.9,4.43,,
4285,12-01-2024 11:05,48.31,89.2,10847,4.65,,
4286,12-01-2024 11:10,49.12,93.2,10851,4.85,,
4287,12-01-2024 11:15,50.65,97.4,10855.2,5.07,,
4288,12-01-2024 11:20,50.8,101.6,10859.4,5.29,,
4289,12-01-2024 11:25,51.01,105.8,10863.6,5.51,,
4290,12-01-2024 11:30,52.96,110.3,10868.1,5.74,,
4291,12-01-2024 11:35,53.45,114.7,10872.5,5.97,,
4292,12-01-2024 11:40,53.25,119.2,10877,6.21,,
4293,12-01-2024 11:45,54.87,123.7,10881.5,6.44,,
4294,12-01-2024 11:50,54.03,128.2,10886,6.68,,
4295,12-01-2024 11:55,55.14,132.8,10890.6,6.92,,
4296,12-01-2024 12:00,55.59,137.5,10895.3,7.16,,
4297,12-01-2024 12:05,55.59,142.2,10900,7.41,,
4298,12-01-2024 12:10,55.17,146.8,10904.6,7.65,,
4299,12-01-2024 12:15,57.09,151.6,10909.4,7.9,,
4300,12-01-2024 12:20,56.07,156.3,10914.1,8.14,,
4301,12-01-2024 12:25,56.59,161,10918.8,8.39,,
4302,12-01-2024 12:30,55.88,165.9,10923.7,8.64,,
4303,12-01-2024 12:35,57.66,170.6,10928.4,8.89,,
4304,12-01-2024 12:40,56.33,175.4,10933.2,9.14,,
4305,12-01-2024 12:45,56.65,180.1,10937.9,9.38,,
4306,12-01-2024 12:50,55.89,184.7,10942.5,9.62,,
4307,12-01-2024 12:55,57.46,189.5,10947.3,9.87,,
4308,12-01-2024 13:00,55.7,194.3,10952.1,10.12,,
4309,12-01-2024 13:05,55.33,199,10956.8,10.36,,
4310,12-01-2024 13:10,56.21,203.5,10961.3,10.6,,
4311,12-01-2024 13:15,54.12,208.2,10966,10.84,,
4312,12-01-2024 13:20,55.41,212.8,10970.6,11.08,,
4313,12-01-2024 13:25,55.24,217.3,10975.1,11.32,,
4314,12-01-2024 13:30,55.22,221.8,10979.6,11.55,,
4315,12-01-2024 13:35,55.81,226.7,10984.5,11.81,,
4316,12-01-2024 13:40,53.47,231.2,10989,12.04,,
4317,12-01-2024 13:45,52.79,235.6,10993.4,12.27,,
4318,12-01-2024 13:50,54.55,240.3,10998.1,12.52,,
4319,12-01-2024 13:55,52.63,244.5,11002.3,12.73,,
4320,12-01-2024 14:00,52.56,249,11006.8,12.97,,
4321,12-01-2024 14:05,53.13,253.2,11011,13.19,,
4322,12-01-2024 14:10,52.43,257.8,11015.6,13.43,,
4323,12-01-2024 14:15,52.7,262.3,11020.1,13.66,,
4324,12-01-2024 14:20,50.65,266.5,11024.3,13.88,,
4325,12-01-2024 14:25,49.98,270.9,11028.7,14.11,,
4326,12-01-2024 14:30,48.32,275,11032.8,14.32,,
4327,12-01-2024 14:35,48.7,279.1,11036.9,14.54,,
4328,12-01-2024 14:40,45.28,283.1,11040.9,14.74,,
4329,12-01-2024 14:45,46.38,287,11044.8,14.95,,
4330,12-01-2024 14:50,47.04,291.1,11048.9,15.16,,
4331,12-01-2024 14:55,46.48,294.8,11052.6,15.35,,
4332,12-01-2024 15:00,45.49,298.7,11056.5,15.56,,
4333,12-01-2024 15:05,41.97,302.4,11060.2,15.75,,
4334,12-01-2024 15:10,40.97,305.8,11063.6,15.93,,
4335,12-01-2024 15:15,42.03,309.3,11067.1,16.11,,
4336,12-01-2024 15:20,40.05,312.7,11070.5,16.29,,
4337,12-01-2024 15:25,37.62,316.1,11073.9,16.46,,
4338,12-01-2024 15:30,35.59,319.1,11076.9,16.62,,
4339,12-01-2024 15:35,34.37,322,11079.8,16.77,,
4340,12-01-2024 15:40,32.88,324.8,11082.6,16.92,,
4341,12-01-2024 15:45,31.93,327.5,11085.3,17.06,,
4342,12-01-2024 15:50,30.11,330.2,11088,17.2,,
4343,12-01-2024 15:55,27.45,332.6,11090.4,17.32,,
4344,12-01-2024 16:00,26.03,334.9,11092.7,17.44,,
4345,12-01-2024 16:05,11.19,336.7,11094.5,17.54,,
4346,12-01-2024 16:10,12.53,338,11095.8,17.6,,
4347,12-01-2024 16:15,9.94,339.1,11096.9,17.66,,
4348,12-01-2024 16:20,9.55,340,11097.8,17.71,,
4349,12-01-2024 16:25,12.48,340.8,11098.6,17.75,,
4350,12-01-2024 16:30,17.69,342.1,11099.9,17.82,,
4351,12-01-2024 16:35,17.35,343.5,11101.3,17.89,,
4352,12-01-2024 16:40,15.95,345,11102.8,17.97,,
4353,12-01-2024 16:45,15,346.3,11104.1,18.04,,
4354,12-01-2024 16:50,13.62,347.5,11105.3,18.1,,
4355,12-01-2024 16:55,12.46,348.6,11106.4,18.16,,
4356,12-01-2024 17:00,11.2,349.6,11107.4,18.21,,
4357,12-01-2024 17:05,9.88,350.5,11108.3,18.26,,
4358,12-01-2024 17:10,8.27,351.2,11109,18.29,,
4359,12-01-2024 17:15,7.34,351.9,11109.7,18.33,,
4360,12-01-2024 17:20,6.32,352.4,11110.2,18.35,,
4361,12-01-2024 17:25,5.43,352.9,11110.7,18.38,,
4362,12-01-2024 17:30,4.66,353.4,11111.2,18.41,,
4363,12-01-2024 17:35,3.69,353.7,11111.5,18.42,,
4364,12-01-2024 17:40,3.13,353.9,11111.7,18.43,,
4365,12-01-2024 17:45,2.62,354.2,11112,18.45,,
4366,12-01-2024 17:50,2.03,354.4,11112.2,18.46,,
4367,12-01-2024 17:55,1.63,354.6,11112.4,18.47,,
4368,12-01-2024 18:00,1.21,354.7,11112.5,18.47,,
4369,12-01-2024 18:05,0.8,354.8,11112.6,18.48,,
4370,12-01-2024 18:10,0.46,354.8,11112.6,18.48,,
4371,12-01-2024 18:15,0.23,354.8,11112.6,18.48,,
4372,12-01-2024 18:20,0.02,354.8,11112.6,18.48,,
4373,12-01-2024 18:25,0.02,354.8,11112.6,18.48,,
4374,12-01-2024 18:30,0.02,354.8,11112.6,18.48,,
4375,12-01-2024 18:35,0.02,354.8,11112.6,18.48,,
4376,12-01-2024 18:40,0.02,354.8,11112.6,18.48,,
4377,12-01-2024 18:45,0,354.8,11112.6,18.48,,
4378,12-01-2024 18:50,0,354.8,11112.6,18.48,,
4379,12-01-2024 18:55,0,354.8,11112.6,18.48,,
4380,13-01-2024 06:00,0,0,11112.6,0,,
4381,13-01-2024 06:05,0,0,11112.6,0,,
4382,13-01-2024 06:10,0,0,11112.6,0,,
4383,13-01-2024 06:15,0,0,11112.6,0,,
4384,13-01-2024 06:20,0,0,11112.6,0,,
4385,13-01-2024 06:25,0,0,11112.6,0,,
4386,13-01-2024 06:30,0,0,11112.6,0,,
4387,13-01-2024 06:35,0,0,11112.6,0,,
4388,13-01-2024 06:40,0,0,11112.6,0,,
4389,13-01-2024 06:45,0,0,11112.6,0,,
4390,13-01-2024 06:50,0,0,11112.6,0,,
4391,13-01-2024 06:55,0,0,11112.6,0,,
4392,13-01-2024 07:00,0,0,11112.6,0,,
4393,13-01-2024 07:05,0,0,11112.6,0,,
4394,13-01-2024 07:10,0.16,0,11112.6,0,,
4395,13-01-2024 07:15,0.35,0,11112.6,0,,
4396,13-01-2024 07:20,0.74,0,11112.6,0,,
4397,13-01-2024 07:25,1.16,0.1,11112.7,0.01,,
4398,13-01-2024 07:30,1.62,0.1,11112.7,0.01,,
4399,13-01-2024 07:35,2.1,0.3,11112.9,0.02,,
4400,13-01-2024 07:40,2.68,0.5,11113.1,0.03,,
4401,13-01-2024 07:45,3.2,0.7,11113.3,0.04,,
4402,13-01-2024 07:50,3.94,1,11113.6,0.05,,
4403,13-01-2024 07:55,4.67,1.4,11114,0.07,,
4404,13-01-2024 08:00,5.64,1.9,11114.5,0.1,,
4405,13-01-2024 08:05,6.78,2.3,11114.9,0.12,,
4406,13-01-2024 08:10,7.98,3,11115.6,0.16,,
4407,13-01-2024 08:15,9.04,3.6,11116.2,0.19,,
4408,13-01-2024 08:20,10.32,4.5,11117.1,0.23,,
4409,13-01-2024 08:25,11.34,5.6,11118.2,0.29,,
4410,13-01-2024 08:30,12.6,6.5,11119.1,0.34,,
4411,13-01-2024 08:35,13.69,7.6,11120.2,0.4,,
4412,13-01-2024 08:40,14.96,8.7,11121.3,0.45,,
4413,13-01-2024 08:45,16.58,10.1,11122.7,0.53,,
4414,13-01-2024 08:50,17.84,11.6,11124.2,0.6,,
4415,13-01-2024 08:55,19.11,13.1,11125.7,0.68,,
4416,13-01-2024 09:00,20.59,14.8,11127.4,0.77,,
4417,13-01-2024 09:05,22.32,16.6,11129.2,0.86,,
4418,13-01-2024 09:10,23.54,18.3,11130.9,0.95,,
4419,13-01-2024 09:15,24.63,20.4,11133,1.06,,
4420,13-01-2024 09:20,26.01,22.6,11135.2,1.18,,
4421,13-01-2024 09:25,26.97,24.9,11137.5,1.3,,
4422,13-01-2024 09:30,28.4,27.2,11139.8,1.42,,
4423,13-01-2024 09:35,29.43,29.6,11142.2,1.54,,
4424,13-01-2024 09:40,31.18,32.2,11144.8,1.68,,
4425,13-01-2024 09:45,33.13,34.7,11147.3,1.81,,
4426,13-01-2024 09:50,34.35,37.7,11150.3,1.96,,
4427,13-01-2024 09:55,35.4,40.8,11153.4,2.13,,
4428,13-01-2024 10:00,36.18,43.7,11156.3,2.28,,
4429,13-01-2024 10:05,37.93,46.8,11159.4,2.44,,
4430,13-01-2024 10:10,39.59,50,11162.6,2.6,,
4431,13-01-2024 10:15,41.06,53.6,11166.2,2.79,,
4432,13-01-2024 10:20,42.05,57,11169.6,2.97,,
4433,13-01-2024 10:25,42.69,60.5,11173.1,3.15,,
4434,13-01-2024 10:30,43.34,64.2,11176.8,3.34,,
4435,13-01-2024 10:35,44.5,67.7,11180.3,3.53,,
4436,13-01-2024 10:40,45,71.5,11184.1,3.72,,
4437,13-01-2024 10:45,45.24,75.4,11188,3.93,,
4438,13-01-2024 10:50,46.46,79.3,11191.9,4.13,,
4439,13-01-2024 10:55,47.47,83.1,11195.7,4.33,,
4440,13-01-2024 11:00,48.61,87.3,11199.9,4.55,,
4441,13-01-2024 11:10,43.85,90.8,11203.4,4.73,,
4442,13-01-2024 11:15,48.95,94.9,11207.5,4.94,,
4443,13-01-2024 11:20,51,98.9,11211.5,5.15,,
4444,13-01-2024 11:25,51.35,103.3,11215.9,5.38,,
4445,13-01-2024 11:30,49.65,107.4,11220,5.59,,
4446,13-01-2024 11:35,50.86,111.8,11224.4,5.82,,
4447,13-01-2024 11:40,52.67,116.2,11228.8,6.05,,
4448,13-01-2024 11:45,53.67,120.7,11233.3,6.29,,
4449,13-01-2024 11:50,50.25,125.1,11237.7,6.52,,
